0.108	-0.725	9.756	2.170	-0.070	-0.840	-1.952	0.430	-0.897	
0.165	-0.689	9.691	2.030	-0.070	-1.120	-1.954	0.434	-0.894	
0.115	-0.682	9.648	2.100	0.140	-1.330	-1.960	0.430	-0.897	
0.086	-0.653	9.691	2.030	-0.210	-0.840	-1.944	0.428	-0.897	
0.079	-0.632	9.655	1.960	17.780	-0.840	-1.951	0.430	-0.902	
0.108	-0.668	9.655	2.170	-0.140	-0.980	-1.945	0.435	-0.897	
0.086	-0.682	9.562	2.100	-0.350	-1.050	-1.947	0.432	-0.904	
0.108	-0.617	9.698	2.240	0.000	-1.050	-1.949	0.440	-0.897	
0.122	-0.696	9.662	2.170	0.000	-0.840	-1.950	0.432	-0.907	
0.136	-0.646	9.519	1.750	0.000	-0.910	-1.950	0.433	-0.908	
0.136	-0.668	9.569	2.100	0.000	-1.120	-1.960	0.432	-0.911	
0.093	-0.739	9.712	2.170	0.140	-0.700	-1.943	0.431	-0.900	
0.050	-0.725	9.684	2.030	0.000	-1.050	-1.951	0.434	-0.904	
0.144	-0.703	9.562	1.890	0.070	-0.910	-1.951	0.434	-0.912	
0.093	-0.660	9.712	2.030	0.000	-0.770	-1.954	0.438	-0.911	
0.165	-0.790	9.712	2.240	-0.070	-1.050	-1.955	0.434	-0.899	
0.079	-0.703	9.634	2.450	0.210	-1.050	-1.954	0.443	-0.904	
0.086	-0.675	9.734	2.240	0.000	-1.190	-1.953	0.437	-0.902	
0.122	-0.660	9.626	1.820	0.210	-0.910	-1.957	0.434	-0.897	
0.079	-0.847	9.720	2.100	0.210	-0.840	-1.951	0.429	-0.902	
0.129	-0.782	9.641	1.890	0.070	-0.770	-1.957	0.433	-0.898	
0.129	-0.625	9.562	1.960	0.280	-0.910	-1.957	0.430	-0.897	
0.072	-0.646	9.669	2.310	-0.140	-1.190	-1.944	0.431	-0.906	
0.122	-0.797	9.612	1.960	-0.490	-1.050	-1.954	0.426	-0.899	
0.022	-0.668	9.655	1.960	-0.210	-0.770	-1.946	0.435	-0.899	
0.158	-0.596	9.583	1.960	0.000	-0.910	-1.950	0.432	-0.895	
0.043	-0.696	9.590	1.890	17.780	-0.770	-1.954	0.431	-0.906	
0.072	-0.567	9.655	2.030	0.000	-0.840	-1.956	0.429	-0.902	
0.122	-0.610	9.684	1.960	0.070	-1.120	-1.954	0.425	-0.900	
0.072	-0.574	9.662	2.660	-0.140	-1.050	-1.952	0.430	-0.907	
0.187	-0.718	9.698	2.100	0.000	-0.770	-1.951	0.434	-0.903	
0.100	-0.718	9.669	2.030	-0.210	-1.050	-1.948	0.431	-0.910	
0.100	-0.675	9.648	1.960	0.210	-0.910	-1.954	0.431	-0.898	
0.079	-0.639	9.677	1.960	-0.070	-0.980	-1.961	0.434	-0.889	
0.065	-0.625	9.634	1.750	0.210	-1.050	-1.945	0.435	-0.895	
0.065	-0.668	9.504	2.240	-0.210	-1.120	-1.956	0.436	-0.887	
0.072	-0.747	9.712	2.240	-0.140	-0.980	-1.948	0.432	-0.907	
0.093	-0.660	9.590	2.030	0.000	-1.330	-1.952	0.434	-0.904	
0.136	-0.689	9.669	2.240	0.140	-0.910	-1.945	0.443	-0.906	
0.072	-0.682	9.691	2.170	-0.070	-1.330	-1.949	0.434	-0.901	
0.072	-0.797	9.590	1.960	0.210	-0.840	-1.953	0.437	-0.903	
0.108	-0.790	9.899	2.030	0.000	-1.050	-1.949	0.437	-0.902	
0.122	-0.668	9.677	1.960	0.070	-0.910	-1.953	0.433	-0.899	
0.100	-0.732	9.619	1.680	0.280	-0.840	-1.953	0.435	-0.896	
0.086	-0.682	9.741	1.610	-0.210	-1.120	-1.950	0.437	-0.896	
0.093	-0.646	9.612	1.960	0.280	-1.120	-1.959	0.432	-0.911	
0.065	-0.596	9.677	1.890	0.210	-1.050	-1.949	0.438	-0.899	
0.172	-0.646	9.598	1.890	-0.070	-0.980	-1.956	0.441	-0.909	
0.115	-0.632	9.669	1.960	-0.070	-0.910	-1.954	0.425	-0.912	
0.108	-0.653	9.748	2.310	0.070	-1.190	-1.956	0.426	-0.909	
0.151	-0.675	9.626	2.030	-0.490	-0.840	-1.947	0.425	-0.908	
0.065	-0.696	9.712	2.170	0.000	-0.980	-1.949	0.426	-0.904	
0.100	-0.660	9.598	2.590	17.850	-0.840	-1.950	0.432	-0.908	
0.122	-0.632	9.756	2.170	0.070	-0.910	-1.955	0.439	-0.897	
0.179	-0.747	9.555	2.240	0.000	-0.770	-1.958	0.436	-0.901	
0.086	-0.660	9.605	2.170	0.070	-0.770	-1.948	0.436	-0.903	
0.136	-0.696	9.569	2.170	0.070	-0.980	-1.954	0.433	-0.909	
0.237	-0.675	9.598	2.240	0.000	-0.980	-1.956	0.429	-0.907	
0.158	-0.617	9.641	1.820	-0.210	-1.120	-1.955	0.438	-0.897	
0.122	-0.653	9.590	2.030	0.280	-0.840	-1.955	0.429	-0.908	
0.036	-0.682	9.677	1.960	0.070	-1.050	-1.950	0.433	-0.901	
0.136	-0.682	9.641	1.750	17.850	-0.980	-1.947	0.430	-0.907	
0.093	-0.617	9.598	2.310	0.000	-1.190	-1.953	0.425	-0.914	
0.151	-0.739	9.619	2.240	-0.140	-1.050	-1.946	0.431	-0.907	
0.179	-0.646	9.562	1.890	0.000	-1.050	-1.951	0.431	-0.897	
0.187	-0.603	9.691	2.310	-0.140	-0.910	-1.950	0.439	-0.897	
0.108	-0.646	9.677	2.030	0.000	-0.770	-1.955	0.436	-0.897	
0.122	-0.682	9.712	2.380	-0.070	-1.120	-1.961	0.430	-0.922	
0.158	-0.725	9.677	2.030	-0.140	-1.120	-1.954	0.429	-0.896	
0.065	-0.689	9.583	2.030	-0.280	-1.330	-1.953	0.429	-0.904	
0.093	-0.668	9.662	1.960	0.000	-0.910	-1.955	0.437	-0.888	
0.151	-0.653	9.705	1.890	0.210	-1.050	-1.952	0.427	-0.892	
0.072	-0.632	9.598	2.030	-0.070	-1.260	-1.959	0.434	-0.900	
0.151	-0.646	9.727	1.820	0.070	-0.910	-1.955	0.434	-0.902	
0.122	-0.718	9.705	2.380	-0.210	-0.840	-1.955	0.426	-0.900	
0.136	-0.625	9.612	2.380	0.280	-0.910	-1.956	0.426	-0.914	
0.179	-0.625	9.712	1.960	0.210	-0.980	-1.951	0.438	-0.921	
0.065	-0.711	9.641	2.100	0.140	-0.980	-1.950	0.424	-0.900	
0.079	-0.675	9.698	2.100	0.210	-0.980	-1.955	0.429	-0.902	
0.144	-0.646	9.626	2.100	-0.210	-1.050	-1.951	0.425	-0.909	
0.100	-0.675	9.669	1.820	-0.140	-0.840	-1.953	0.426	-0.903	
0.057	-0.660	9.547	1.960	0.140	-0.770	-1.955	0.431	-0.903	
0.050	-0.675	9.612	1.890	-0.070	-0.700	-1.950	0.421	-0.892	
0.086	-0.689	9.583	2.310	-0.210	-0.770	-1.948	0.426	-0.908	
